LoanID,CustomerID,Product,Region,LoanAmount,TermMonths,InterestRate,ApplicationDate,ApprovalDate,ApprovalDays,LoanStatus,RiskBand,OutstandingBalance
L0000495,C000685,Debt Consolidation,Midlands,12000,12,12.9,2025-10-12,2025-10-17,5,Closed,Low,0
L0000496,C000686,Car Finance,London,26000,48,18.9,2025-09-08,2025-09-11,3,Closed,Low,0
L0000497,C000687,Home Improvement,Scotland,4500,60,9.9,2025-12-08,2025-12-14,6,Delinquent,Low,1225.65
L0000498,C000688,Car Finance,North West,23500,24,9.9,2025-03-15,2025-03-20,5,Active,Medium,16781.14
L0000499,C000689,Car Finance,North West,15000,60,15.9,2026-04-22,2026-04-27,5,Active,Low,7494.57
L0000500,C000693,Home Improvement,Wales,25000,60,9.9,2026-01-01,2026-01-07,6,Active,Medium,18738.79
L0000501,C000694,Car Finance,South East,17000,48,15.9,2025-11-10,2025-11-17,7,Closed,High,0
L0000502,C000695,Car Finance,Scotland,29000,12,12.9,2025-10-20,2025-10-24,4,Active,Medium,20727.45
L0000503,C000697,Home Improvement,London,10000,48,18.9,2025-04-03,2025-04-07,4,Active,Low,8369.19
L0000504,C000698,Personal Loan,South West,8500,12,9.9,2025-04-08,2025-04-14,6,Delinquent,Low,4841.18
L0000505,C000702,Debt Consolidation,Midlands,13000,60,9.9,2026-04-17,2026-04-22,5,Closed,Medium,0
L0000506,C000704,Personal Loan,South West,16000,60,7.9,2026-04-06,2026-04-12,6,Approved,Medium,14268.38
L0000507,C000705,Car Finance,South East,21500,12,7.9,2025-03-26,2025-03-30,4,Closed,Low,0
L0000508,C000707,Car Finance,South West,22000,48,12.9,2025-03-27,2025-04-01,5,Delinquent,High,6413.32
L0000509,C000708,Debt Consolidation,South East,17500,24,9.9,2025-12-27,2025-12-30,3,Closed,Low,0
L0000510,C000712,Personal Loan,South West,24000,60,12.9,2026-02-13,2026-02-17,4,Active,Medium,8722.94
L0000511,C000713,Personal Loan,Scotland,15000,24,9.9,2025-02-23,2025-02-28,5,Active,Low,12202.09
L0000512,C000715,Car Finance,South West,17500,12,18.9,2026-02-08,2026-02-13,5,Active,Low,14458.41
L0000513,C000717,Home Improvement,Midlands,2500,60,15.9,2026-05-30,2026-06-03,4,Active,Low,1898.19
L0000514,C000718,Personal Loan,Scotland,10500,60,15.9,2026-05-16,2026-05-24,8,Delinquent,Low,10002.13
L0000515,C000719,Personal Loan,Midlands,16000,60,18.9,2026-02-17,2026-02-19,2,Active,Medium,9912.82
L0000516,C000721,Home Improvement,Wales,19500,12,7.9,2025-11-04,2025-11-11,7,Closed,Medium,0
L0000517,C000722,Debt Consolidation,Wales,24500,60,12.9,2025-06-06,2025-06-09,3,Delinquent,Low,20004.4
L0000518,C000723,Home Improvement,Scotland,6500,60,12.9,2025-03-12,2025-03-18,6,Active,Low,4233.66
L0000519,C000725,Personal Loan,Scotland,11500,12,12.9,2025-09-04,2025-09-09,5,Active,Low,8062.79
L0000520,C000727,Home Improvement,South West,5000,48,18.9,2025-11-13,2025-11-20,7,Active,Low,2690.51
L0000521,C000728,Debt Consolidation,North West,22000,12,12.9,2026-04-01,2026-04-06,5,Approved,High,21088.77
L0000522,C000729,Car Finance,London,26000,12,15.9,2025-02-10,2025-02-13,3,Closed,Low,0
L0000523,C000731,Car Finance,Wales,20500,24,18.9,2026-01-09,2026-01-14,5,Active,Medium,14591.7
L0000524,C000732,Home Improvement,Scotland,29000,36,9.9,2026-04-25,2026-04-26,1,Active,Medium,27832.23
L0000525,C000733,Car Finance,South East,24500,12,9.9,2025-09-28,2025-10-05,7,Active,Low,22769.04
L0000526,C000734,Personal Loan,Midlands,10500,36,7.9,2025-11-21,2025-11-24,3,Active,Medium,8523.41
L0000527,C000735,Debt Consolidation,North West,19000,36,15.9,2025-04-13,2025-04-19,6,Approved,Medium,3290.0
L0000528,C000736,Debt Consolidation,Scotland,23000,48,15.9,2026-03-08,2026-03-12,4,Active,Low,18253.91
L0000529,C000738,Debt Consolidation,South East,16500,36,7.9,2026-03-16,2026-03-20,4,Active,Medium,10818.35
L0000530,C000741,Car Finance,South West,14500,12,9.9,2025-06-25,2025-06-30,5,Active,Low,9051.64
L0000531,C000742,Car Finance,North West,8000,12,18.9,2025-09-08,2025-09-12,4,Approved,Low,4959.98
L0000532,C000743,Car Finance,Midlands,19500,36,7.9,2026-01-30,2026-02-06,7,Closed,Low,0
L0000533,C000744,Home Improvement,Midlands,14000,12,12.9,2025-12-19,2025-12-24,5,Active,Low,11600.84
L0000534,C000745,Car Finance,London,14000,60,18.9,2026-03-21,2026-03-25,4,Active,Low,2886.43
L0000535,C000746,Personal Loan,Midlands,11000,24,9.9,2025-06-21,2025-06-26,5,Closed,Low,0
L0000536,C000747,Car Finance,Midlands,4500,24,18.9,2025-11-09,2025-11-16,7,Active,Low,3347.03
L0000537,C000748,Car Finance,Midlands,25000,60,9.9,2025-08-23,2025-08-28,5,Active,Low,4459.29
L0000538,C000749,Debt Consolidation,Wales,11500,12,15.9,2025-11-14,2025-11-20,6,Active,Low,8981.51
L0000539,C000750,Home Improvement,Scotland,6500,24,7.9,2025-01-22,2025-01-30,8,Active,Low,6084.69
L0000540,C000751,Car Finance,Scotland,28000,12,9.9,2025-06-24,2025-07-01,7,Closed,Medium,0
L0000541,C000752,Personal Loan,South East,18000,12,18.9,2025-12-17,2025-12-22,5,Active,Low,11148.51
L0000542,C000755,Car Finance,South East,11000,60,9.9,2025-03-27,2025-04-01,5,Defaulted,Low,4701.67
L0000543,C000757,Car Finance,Wales,10500,60,7.9,2025-08-20,2025-08-24,4,Active,Low,9950.19
L0000544,C000758,Personal Loan,South East,9000,48,18.9,2025-02-03,2025-02-07,4,Active,Medium,6712.21
L0000545,C000760,Personal Loan,North West,21500,48,15.9,2025-11-27,2025-12-03,6,Active,Medium,20765.53
L0000546,C000761,Car Finance,Midlands,24500,12,15.9,2025-02-08,2025-02-12,4,Active,Medium,11942.79
L0000547,C000762,Debt Consolidation,North West,25000,12,15.9,2025-05-28,2025-05-31,3,Closed,Low,0
L0000548,C000764,Debt Consolidation,London,9500,24,7.9,2025-12-15,2025-12-20,5,Active,High,4761.15
L0000549,C000765,Home Improvement,South West,14500,36,7.9,2025-12-16,2025-12-23,7,Active,Low,12475.17
L0000550,C000766,Home Improvement,South East,12000,12,12.9,2025-03-16,2025-03-22,6,Active,Low,7846.85
L0000551,C000767,Home Improvement,South East,4500,60,12.9,2025-12-27,2026-01-04,8,Active,Low,3019.5
L0000552,C000768,Debt Consolidation,Scotland,5000,36,12.9,2026-01-16,2026-01-19,3,Defaulted,Low,2458.37
L0000553,C000771,Debt Consolidation,North West,9500,12,18.9,2025-11-07,2025-11-14,7,Active,Low,1553.19
L0000554,C000772,Debt Consolidation,Midlands,23500,24,7.9,2026-05-08,2026-05-14,6,Closed,Medium,0
L0000555,C000773,Personal Loan,North West,9000,36,9.9,2025-10-26,2025-10-29,3,Active,Low,5023.14
L0000556,C000774,Personal Loan,Scotland,4500,36,18.9,2026-01-04,2026-01-07,3,Active,Medium,3760.36
L0000557,C000775,Car Finance,Midlands,10000,60,18.9,2025-06-02,2025-06-07,5,Active,Low,3448.06
L0000558,C000776,Personal Loan,Wales,16500,12,18.9,2025-09-28,2025-10-02,4,Active,Low,13853.07
L0000559,C000778,Home Improvement,North West,7000,36,7.9,2025-08-26,2025-08-29,3,Active,Low,3667.03
L0000560,C000780,Home Improvement,Wales,24500,24,15.9,2025-04-20,2025-04-26,6,Closed,Low,0
L0000561,C000781,Car Finance,Wales,17500,48,9.9,2025-12-23,2025-12-30,7,Active,Low,11979.2
L0000562,C000783,Debt Consolidation,Midlands,10000,60,7.9,2026-06-05,2026-06-11,6,Active,Low,4863.89
L0000563,C000785,Personal Loan,South East,5500,12,15.9,2025-04-16,2025-04-23,7,Active,Medium,5356.68
L0000564,C000787,Personal Loan,Wales,28000,24,9.9,2025-01-28,2025-02-03,6,Active,Low,24568.33
L0000565,C000788,Car Finance,North West,24000,12,9.9,2025-09-25,2025-09-30,5,Active,Medium,21874.83
L0000566,C000789,Home Improvement,North West,2000,12,12.9,2026-04-04,2026-04-10,6,Approved,Low,898.63
L0000567,C000790,Personal Loan,South West,15000,12,18.9,2025-03-17,2025-03-20,3,Closed,Low,0
L0000568,C000793,Debt Consolidation,Scotland,17000,24,9.9,2026-02-19,2026-02-24,5,Approved,Medium,3588.16
L0000569,C000794,Car Finance,South West,18000,24,12.9,2026-03-10,2026-03-17,7,Active,Low,9192.11
L0000570,C000795,Personal Loan,Midlands,26500,60,15.9,2026-03-16,2026-03-20,4,Active,Medium,5611.11
L0000571,C000796,Home Improvement,South West,7000,36,18.9,2025-02-23,2025-03-01,6,Closed,Low,0
L0000572,C000797,Debt Consolidation,Scotland,16500,24,15.9,2026-05-17,2026-05-22,5,Defaulted,Low,10714.52
L0000573,C000798,Home Improvement,Scotland,13000,48,15.9,2025-06-01,2025-06-06,5,Active,Low,9829.76
L0000574,C000799,Car Finance,South West,17000,24,7.9,2025-01-03,2025-01-07,4,Active,Low,14472.3
L0000575,C000800,Debt Consolidation,Scotland,6500,60,9.9,2025-02-09,2025-02-17,8,Approved,Medium,5707.25
L0000576,C000801,Personal Loan,South West,19500,12,7.9,2025-12-06,2025-12-11,5,Active,Medium,10852.44
L0000577,C000802,Debt Consolidation,South East,5000,24,7.9,2026-03-02,2026-03-06,4,Active,Medium,3647.24
L0000578,C000803,Debt Consolidation,South West,28500,24,15.9,2026-03-22,2026-03-28,6,Active,Medium,13781.14
L0000579,C000804,Home Improvement,North West,2500,36,12.9,2025-08-17,2025-08-18,1,Active,Medium,1049.66
L0000580,C000805,Car Finance,Wales,8000,48,18.9,2025-07-30,2025-08-05,6,Approved,Medium,1603.63
L0000581,C000806,Home Improvement,London,3500,24,9.9,2026-02-08,2026-02-11,3,Active,High,3088.71
L0000582,C000807,Debt Consolidation,London,16000,48,18.9,2025-02-14,2025-02-19,5,Delinquent,Medium,12277.89
L0000583,C000809,Debt Consolidation,South East,23000,60,7.9,2026-03-03,2026-03-06,3,Defaulted,Low,22367.86
L0000584,C000810,Car Finance,South East,11000,12,9.9,2025-11-26,2025-12-02,6,Delinquent,High,6960.4
L0000585,C000811,Car Finance,South West,3000,60,9.9,2025-12-04,2025-12-09,5,Active,Low,2906.87
L0000586,C000812,Car Finance,South East,28500,48,12.9,2025-01-15,2025-01-19,4,Active,Low,6720.17
L0000587,C000813,Debt Consolidation,Scotland,10000,48,7.9,2025-03-05,2025-03-11,6,Closed,Low,0
L0000588,C000814,Car Finance,Scotland,25500,60,9.9,2025-03-16,2025-03-21,5,Active,Low,20401.36
L0000589,C000815,Debt Consolidation,London,17500,60,18.9,2025-11-28,2025-12-05,7,Delinquent,Low,3527.58
L0000590,C000816,Car Finance,Scotland,7500,36,15.9,2025-12-17,2025-12-20,3,Active,Medium,5450.61
L0000591,C000817,Debt Consolidation,South West,14500,12,15.9,2025-05-31,2025-06-05,5,Active,Low,12593.54
L0000592,C000818,Personal Loan,Scotland,23500,36,7.9,2026-01-18,2026-01-25,7,Closed,High,0
L0000593,C000819,Personal Loan,Midlands,22500,36,15.9,2025-06-05,2025-06-10,5,Defaulted,Low,4028.4
L0000594,C000820,Home Improvement,London,12000,60,15.9,2026-03-09,2026-03-14,5,Closed,Medium,0
L0000595,C000822,Car Finance,Scotland,29500,48,15.9,2025-08-24,2025-08-29,5,Active,Medium,13712.66
L0000596,C000824,Personal Loan,South East,25500,60,7.9,2026-03-28,2026-03-31,3,Active,Low,5741.05
L0000597,C000825,Home Improvement,Scotland,27000,60,7.9,2026-05-11,2026-05-16,5,Active,High,14593.47
L0000598,C000826,Car Finance,London,29500,48,18.9,2026-04-02,2026-04-06,4,Delinquent,Medium,18863.32
L0000599,C000827,Car Finance,Scotland,28500,36,18.9,2025-06-06,2025-06-11,5,Approved,Medium,21277.43
L0000600,C000828,Car Finance,South West,9500,24,7.9,2025-11-03,2025-11-09,6,Active,Low,8996.35
L0000601,C000830,Personal Loan,Scotland,14000,24,12.9,2026-02-15,2026-02-18,3,Active,Medium,4020.17
L0000602,C000831,Car Finance,London,28000,60,18.9,2025-06-21,2025-06-27,6,Active,Medium,6318.81
L0000603,C000832,Car Finance,North West,25500,48,7.9,2026-04-19,2026-04-24,5,Active,Low,13324.61
L0000604,C000833,Home Improvement,Scotland,3000,24,12.9,2025-09-18,2025-09-22,4,Active,Medium,2711.52
L0000605,C000836,Car Finance,South West,13000,60,15.9,2025-12-05,2025-12-11,6,Active,Low,11565.7
L0000606,C000837,Personal Loan,Midlands,19500,60,7.9,2026-03-11,2026-03-15,4,Active,Low,3543.12
L0000607,C000838,Home Improvement,Wales,13000,48,12.9,2025-10-30,2025-11-02,3,Active,Low,2224.26
L0000608,C000840,Home Improvement,London,4500,36,12.9,2025-07-09,2025-07-13,4,Active,Low,1868.97
L0000609,C000841,Debt Consolidation,North West,27000,24,12.9,2025-04-04,2025-04-10,6,Closed,High,0
L0000610,C000845,Debt Consolidation,South East,24500,36,15.9,2026-05-30,2026-06-03,4,Active,Low,15892.81
L0000611,C000846,Personal Loan,North West,7000,60,18.9,2025-02-05,2025-02-10,5,Active,Low,4410.48
L0000612,C000847,Car Finance,Scotland,16000,24,9.9,2025-04-07,2025-04-12,5,Closed,Low,0
L0000613,C000848,Home Improvement,Midlands,27000,24,7.9,2025-07-30,2025-08-04,5,Active,Low,17326.44
L0000614,C000849,Car Finance,London,21000,60,12.9,2025-12-20,2025-12-21,1,Active,Low,10073.42
L0000615,C000850,Car Finance,Scotland,8000,24,9.9,2026-03-07,2026-03-12,5,Active,Medium,3441.96
L0000616,C000851,Car Finance,South East,16000,36,18.9,2025-09-19,2025-09-25,6,Active,Low,14333.22
L0000617,C000852,Home Improvement,North West,18000,12,7.9,2025-01-05,2025-01-10,5,Closed,Low,0
L0000618,C000853,Car Finance,South West,14000,36,12.9,2025-10-04,2025-10-08,4,Active,Medium,7919.02
L0000619,C000857,Debt Consolidation,South West,10500,24,7.9,2026-04-28,2026-05-01,3,Closed,Low,0
L0000620,C000862,Car Finance,South East,19500,36,9.9,2025-09-15,2025-09-18,3,Closed,Low,0
L0000621,C000863,Personal Loan,North West,18000,12,7.9,2025-06-22,2025-06-30,8,Closed,High,0
L0000622,C000865,Car Finance,North West,24500,12,7.9,2026-05-14,2026-05-22,8,Active,Low,3934.46
L0000623,C000866,Debt Consolidation,London,24500,36,15.9,2026-04-29,2026-05-03,4,Active,Low,4656.73
L0000624,C000867,Personal Loan,London,11000,60,15.9,2026-05-10,2026-05-13,3,Active,Low,5929.74
L0000625,C000869,Debt Consolidation,South West,23000,48,15.9,2026-02-23,2026-02-28,5,Active,Medium,13936.4
L0000626,C000870,Debt Consolidation,South West,2000,60,7.9,2026-04-29,2026-05-03,4,Active,Medium,1109.11
L0000627,C000871,Debt Consolidation,Scotland,6000,48,15.9,2026-03-29,2026-04-01,3,Active,Low,3400.68
L0000628,C000874,Debt Consolidation,London,15500,60,12.9,2025-03-30,2025-04-05,6,Active,Low,5821.23
L0000629,C000875,Debt Consolidation,Wales,8500,36,9.9,2025-08-25,2025-09-01,7,Closed,Low,0
L0000630,C000876,Debt Consolidation,Wales,2000,60,18.9,2025-02-24,2025-03-04,8,Active,High,716.63
L0000631,C000877,Personal Loan,South West,26000,12,15.9,2026-01-16,2026-01-23,7,Active,Medium,23184.87
L0000632,C000878,Debt Consolidation,Midlands,10000,24,18.9,2025-07-29,2025-08-02,4,Defaulted,Low,6775.97
L0000633,C000879,Personal Loan,Scotland,9500,24,18.9,2026-03-15,2026-03-18,3,Active,High,3247.31
L0000634,C000880,Car Finance,Wales,8000,12,15.9,2026-01-12,2026-01-16,4,Active,Low,2642.21
L0000635,C000882,Personal Loan,South East,23000,48,18.9,2025-07-22,2025-07-26,4,Delinquent,Medium,12696.12
L0000636,C000883,Car Finance,London,15500,60,12.9,2026-03-05,2026-03-11,6,Active,Low,12524.05
L0000637,C000884,Car Finance,South East,10000,24,12.9,2025-06-19,2025-06-24,5,Active,Medium,6437.38
L0000638,C000885,Car Finance,Wales,24000,36,12.9,2026-02-19,2026-02-23,4,Active,Low,17746.4
L0000639,C000886,Car Finance,South West,5000,12,7.9,2025-01-12,2025-01-17,5,Active,Medium,1142.91
L0000640,C000887,Home Improvement,South East,4000,48,7.9,2026-05-20,2026-05-26,6,Active,Low,2626.26
L0000641,C000888,Personal Loan,London,14000,60,12.9,2025-03-02,2025-03-08,6,Active,Medium,4052.37
L0000642,C000889,Debt Consolidation,Midlands,20500,60,15.9,2026-01-01,2026-01-05,4,Approved,Low,4088.54
L0000643,C000890,Car Finance,South West,5000,36,7.9,2026-05-27,2026-06-02,6,Active,Low,3090.28
L0000644,C000891,Home Improvement,South West,16500,48,15.9,2025-10-22,2025-10-25,3,Approved,Low,5148.96
L0000645,C000892,Home Improvement,South West,13500,48,9.9,2026-02-10,2026-02-16,6,Closed,Low,0
L0000646,C000893,Car Finance,South East,25500,60,18.9,2025-11-25,2025-11-28,3,Active,Low,22419.94
L0000647,C000894,Home Improvement,Midlands,20500,36,12.9,2025-05-31,2025-06-06,6,Active,Medium,18537.78
L0000648,C000895,Car Finance,South West,27500,24,12.9,2026-03-22,2026-03-26,4,Active,Low,14434.11
L0000649,C000896,Debt Consolidation,Wales,8000,36,7.9,2025-11-26,2025-12-03,7,Active,Low,4875.5
L0000650,C000897,Debt Consolidation,South East,3500,48,12.9,2025-05-13,2025-05-19,6,Active,Medium,2607.25
L0000651,C000898,Home Improvement,London,13000,24,18.9,2025-10-21,2025-10-26,5,Delinquent,Low,9587.46
L0000652,C000899,Car Finance,South East,25500,60,12.9,2026-01-09,2026-01-12,3,Closed,Low,0
L0000653,C000902,Personal Loan,South East,19500,48,12.9,2026-02-10,2026-02-12,2,Active,Low,10354.6
L0000654,C000904,Personal Loan,London,24500,24,18.9,2025-09-25,2025-10-01,6,Active,Low,22104.82
L0000655,C000906,Home Improvement,Scotland,18500,36,18.9,2025-12-15,2025-12-21,6,Active,Low,17845.12
L0000656,C000907,Home Improvement,South East,20500,36,12.9,2025-12-13,2025-12-16,3,Closed,Low,0
L0000657,C000908,Home Improvement,London,20500,36,9.9,2025-03-16,2025-03-22,6,Active,Low,6123.34
L0000658,C000909,Home Improvement,Midlands,11500,60,18.9,2025-01-19,2025-01-20,1,Delinquent,Medium,11090.94
L0000659,C000911,Personal Loan,Scotland,23500,48,18.9,2026-01-06,2026-01-12,6,Active,Low,5837.22
L0000660,C000913,Car Finance,South West,24000,24,15.9,2025-08-06,2025-08-13,7,Active,High,4617.12
L0000661,C000914,Home Improvement,South West,12000,24,18.9,2026-02-12,2026-02-17,5,Active,Low,4585.39
L0000662,C000915,Home Improvement,South East,11500,60,7.9,2026-01-24,2026-02-01,8,Closed,Low,0
L0000663,C000916,Debt Consolidation,London,17500,24,18.9,2025-05-20,2025-05-24,4,Active,Low,13991.68
L0000664,C000918,Car Finance,South East,11500,60,12.9,2026-02-06,2026-02-10,4,Approved,Medium,6266.29
L0000665,C000919,Car Finance,South West,23500,12,9.9,2025-11-01,2025-11-07,6,Active,Low,3700.19
L0000666,C000920,Debt Consolidation,Wales,24000,12,12.9,2025-10-19,2025-10-23,4,Closed,Medium,0
L0000667,C000921,Home Improvement,South West,9500,12,15.9,2025-09-20,2025-09-23,3,Closed,Medium,0
L0000668,C000923,Personal Loan,Scotland,2000,24,7.9,2025-09-29,2025-10-04,5,Active,High,1633.39
L0000669,C000926,Home Improvement,London,3500,36,12.9,2025-09-01,2025-09-03,2,Active,Low,1813.27
L0000670,C000927,Personal Loan,London,20500,12,9.9,2025-12-13,2025-12-17,4,Active,Low,12861.82
L0000671,C000928,Home Improvement,North West,3000,24,12.9,2025-10-25,2025-11-03,9,Active,Low,1313.21
L0000672,C000929,Car Finance,Scotland,21000,36,18.9,2026-01-08,2026-01-14,6,Closed,Medium,0
L0000673,C000932,Personal Loan,London,14500,36,9.9,2026-05-10,2026-05-16,6,Closed,Medium,0
L0000674,C000935,Car Finance,Wales,15000,12,12.9,2026-05-30,2026-05-31,1,Active,Medium,3355.49
L0000675,C000936,Debt Consolidation,Scotland,13500,24,9.9,2025-04-21,2025-04-27,6,Active,Medium,9711.32
L0000676,C000937,Car Finance,Wales,7500,36,9.9,2025-04-05,2025-04-10,5,Closed,Low,0
L0000677,C000938,Home Improvement,South West,10000,48,18.9,2025-11-10,2025-11-15,5,Approved,Low,3569.37
L0000678,C000940,Debt Consolidation,London,28500,24,18.9,2025-07-06,2025-07-14,8,Closed,Medium,0
L0000679,C000941,Home Improvement,South East,22500,36,15.9,2026-02-13,2026-02-16,3,Active,Medium,9674.53
L0000680,C000942,Debt Consolidation,South West,3500,60,7.9,2025-11-24,2025-11-29,5,Approved,High,3175.64
L0000681,C000943,Debt Consolidation,South East,13000,60,18.9,2025-07-04,2025-07-05,1,Closed,Low,0
L0000682,C000944,Car Finance,Scotland,28000,48,7.9,2025-07-25,2025-08-01,7,Active,Medium,9759.17
L0000683,C000945,Home Improvement,South East,13000,36,18.9,2026-02-28,2026-03-08,8,Active,Low,5529.66
L0000684,C000947,Home Improvement,Midlands,26000,24,7.9,2025-08-24,2025-08-29,5,Approved,Medium,9783.64
L0000685,C000948,Debt Consolidation,Midlands,5000,12,18.9,2025-11-20,2025-11-25,5,Closed,Medium,0
L0000686,C000950,Car Finance,Wales,16000,12,9.9,2026-04-07,2026-04-13,6,Active,Low,2542.41
L0000687,C000951,Car Finance,Wales,4500,48,18.9,2026-04-27,2026-05-01,4,Active,Low,2075.53
L0000688,C000953,Car Finance,Midlands,17500,60,9.9,2025-03-17,2025-03-23,6,Defaulted,Low,6801.26
L0000689,C000954,Car Finance,London,17000,60,12.9,2025-01-13,2025-01-16,3,Closed,Medium,0
L0000690,C000957,Home Improvement,South West,15500,12,18.9,2025-08-14,2025-08-20,6,Approved,Low,13187.14
L0000691,C000958,Home Improvement,Scotland,11500,48,7.9,2026-02-15,2026-02-22,7,Approved,High,5450.83
L0000692,C000960,Home Improvement,South East,10000,60,15.9,2026-05-24,2026-05-29,5,Delinquent,Medium,5642.75
L0000693,C000961,Car Finance,North West,8500,36,9.9,2025-07-13,2025-07-17,4,Active,Low,5203.3
L0000694,C000962,Personal Loan,London,26500,60,15.9,2025-10-11,2025-10-15,4,Active,Low,6476.63
L0000695,C000963,Personal Loan,Scotland,23000,36,9.9,2025-05-09,2025-05-13,4,Active,Low,4761.67
L0000696,C000965,Car Finance,Midlands,8000,24,18.9,2025-09-20,2025-09-26,6,Active,Medium,7109.02
L0000697,C000966,Home Improvement,Midlands,2500,36,9.9,2025-03-11,2025-03-18,7,Approved,Low,1666.14
L0000698,C000967,Car Finance,London,6500,24,18.9,2025-06-23,2025-06-26,3,Active,High,5488.1
L0000699,C000969,Personal Loan,South West,2000,24,9.9,2025-07-01,2025-07-06,5,Active,Low,935.73
L0000700,C000971,Car Finance,Wales,16000,60,7.9,2025-04-30,2025-05-06,6,Approved,Medium,9688.12
L0000701,C000972,Car Finance,Wales,6500,12,18.9,2025-02-13,2025-02-20,7,Closed,Low,0
L0000702,C000973,Personal Loan,South East,19500,12,7.9,2025-04-27,2025-05-01,4,Active,Low,11298.83
L0000703,C000974,Car Finance,Wales,17000,36,7.9,2026-02-09,2026-02-16,7,Delinquent,Low,9418.68
L0000704,C000976,Car Finance,Midlands,27500,24,12.9,2026-04-19,2026-04-23,4,Active,Medium,12030.56
L0000705,C000977,Personal Loan,London,26500,48,18.9,2025-06-20,2025-06-24,4,Active,Low,10005.97
L0000706,C000979,Home Improvement,South East,9500,60,7.9,2025-03-14,2025-03-17,3,Closed,Low,0
L0000707,C000980,Car Finance,South East,12500,12,9.9,2025-11-13,2025-11-21,8,Active,High,9721.71
L0000708,C000982,Debt Consolidation,South East,27000,48,7.9,2026-05-30,2026-06-03,4,Defaulted,High,23849.68
L0000709,C000983,Personal Loan,Wales,18000,12,9.9,2025-04-08,2025-04-13,5,Delinquent,Low,12822.0
L0000710,C000984,Personal Loan,Midlands,11000,60,18.9,2025-03-07,2025-03-11,4,Active,Low,3563.87
L0000711,C000985,Personal Loan,North West,21000,36,15.9,2025-08-26,2025-08-31,5,Active,Low,11675.38
L0000712,C000986,Car Finance,Wales,15000,60,7.9,2026-05-29,2026-05-30,1,Approved,High,12562.33
L0000713,C000987,Personal Loan,Midlands,29000,48,15.9,2025-11-18,2025-11-27,9,Closed,Medium,0
L0000714,C000988,Personal Loan,North West,10500,12,18.9,2025-01-10,2025-01-15,5,Active,Low,10178.16
L0000715,C000990,Home Improvement,South West,26500,12,9.9,2026-04-23,2026-04-28,5,Closed,Medium,0
L0000716,C000993,Personal Loan,Scotland,14500,60,9.9,2025-09-25,2025-10-01,6,Active,Medium,5575.01
L0000717,C000994,Car Finance,Scotland,21000,12,15.9,2026-01-12,2026-01-18,6,Active,Low,7870.25
L0000718,C000995,Debt Consolidation,South West,27000,12,12.9,2025-02-24,2025-03-01,5,Closed,Low,0
L0000719,C000997,Car Finance,Scotland,23000,60,18.9,2025-11-17,2025-11-22,5,Closed,Medium,0
L0000720,C000998,Debt Consolidation,South East,20500,24,12.9,2026-01-15,2026-01-19,4,Active,High,19222.34
L0000721,C000999,Car Finance,Wales,6000,36,9.9,2025-10-29,2025-11-02,4,Active,High,2160.5
L0000722,C001000,Debt Consolidation,North West,6500,36,15.9,2025-08-16,2025-08-23,7,Active,Low,3117.56
L0000723,C001001,Home Improvement,Wales,20000,48,12.9,2025-09-28,2025-10-01,3,Approved,Low,14806.82
L0000724,C001002,Home Improvement,Wales,3000,36,15.9,2025-10-11,2025-10-18,7,Active,Medium,697.25
L0000725,C001003,Debt Consolidation,Wales,20500,36,9.9,2025-12-13,2025-12-19,6,Defaulted,Medium,10601.64
L0000726,C001004,Debt Consolidation,North West,13000,24,7.9,2025-01-27,2025-01-28,1,Active,Low,2656.67
L0000727,C001005,Debt Consolidation,North West,6500,24,7.9,2026-04-29,2026-05-02,3,Active,Low,6066.62
L0000728,C001008,Personal Loan,South West,13000,12,15.9,2026-04-21,2026-04-25,4,Active,Medium,4083.19
L0000729,C001009,Personal Loan,London,6000,48,9.9,2026-02-07,2026-02-08,1,Active,Low,2334.4
L0000730,C001010,Debt Consolidation,North West,3500,48,15.9,2025-03-30,2025-04-04,5,Active,Low,3367.07
L0000731,C001013,Debt Consolidation,London,16000,60,7.9,2025-09-10,2025-09-15,5,Active,Medium,7565.63
L0000732,C001014,Personal Loan,South East,7500,36,15.9,2025-11-09,2025-11-14,5,Active,Low,4737.58
L0000733,C001015,Car Finance,South East,11000,24,15.9,2025-11-13,2025-11-17,4,Closed,Medium,0
L0000734,C001016,Car Finance,North West,13500,24,7.9,2026-06-03,2026-06-08,5,Active,Low,3964.82
L0000735,C001018,Personal Loan,South East,14000,12,12.9,2026-01-24,2026-01-28,4,Closed,High,0
L0000736,C001019,Car Finance,Wales,11000,60,18.9,2025-03-05,2025-03-12,7,Active,Low,6481.78
L0000737,C001021,Debt Consolidation,Wales,9500,24,7.9,2025-02-08,2025-02-13,5,Active,Low,9308.62
L0000738,C001022,Debt Consolidation,Midlands,23000,36,7.9,2026-03-24,2026-03-29,5,Active,Low,9692.83
L0000739,C001024,Personal Loan,Wales,4500,12,9.9,2025-02-19,2025-02-22,3,Closed,Low,0
L0000740,C001025,Debt Consolidation,North West,12500,48,15.9,2026-02-05,2026-02-07,2,Active,Medium,8116.87
L0000741,C001027,Home Improvement,Scotland,7000,12,9.9,2025-10-08,2025-10-14,6,Active,Low,1336.26
L0000742,C001028,Car Finance,Scotland,4000,48,9.9,2026-02-12,2026-02-16,4,Active,Medium,3744.09
