ExceptionID,LoanID,Category,Priority,Status,CreatedDate,OwnerTeam,AgeDays
E0001433,L0000945,Missed Payment,Low,In Progress,2027-07-02,Collections,7
E0001434,L0000946,Payment Mismatch,Low,Retest,2026-02-12,Finance Ops,3
E0001435,L0000947,Missed Payment,Low,Retest,2027-01-29,Finance Ops,5
E0001436,L0000948,Payment Mismatch,Medium,Resolved,2025-11-24,Collections,2
E0001437,L0000948,Missed Payment,High,Open,2026-08-01,Loan Ops,5
E0001438,L0000949,Missed Payment,High,Open,2026-04-02,Finance Ops,2
E0001439,L0000950,Payment Mismatch,Low,Open,2026-03-24,Finance Ops,5
E0001440,L0000951,Payment Mismatch,High,Resolved,2025-09-14,Finance Ops,1
E0001441,L0000951,Payment Mismatch,Low,Retest,2025-10-19,Finance Ops,7
E0001442,L0000952,Missed Payment,Low,In Progress,2025-12-23,Collections,2
E0001443,L0000952,Payment Mismatch,Low,Resolved,2026-01-24,Collections,1
E0001444,L0000952,KYC Failure,High,Open,2025-10-19,Compliance,1
E0001445,L0000953,Payment Mismatch,Medium,Retest,2026-09-08,Collections,2
E0001446,L0000955,Payment Mismatch,Medium,In Progress,2025-11-30,Loan Ops,5
E0001447,L0000955,Payment Mismatch,Low,Retest,2026-02-28,Finance Ops,1
E0001448,L0000955,Payment Mismatch,Low,Retest,2026-03-24,Finance Ops,1
E0001449,L0000956,Missed Payment,Medium,Resolved,2026-06-22,Finance Ops,1
E0001450,L0000956,Missed Payment,High,Open,2026-09-16,Finance Ops,6
E0001451,L0000956,Payment Mismatch,Low,Resolved,2026-10-20,Collections,4
E0001452,L0000956,Payment Mismatch,Medium,In Progress,2026-11-16,Collections,6
E0001453,L0000958,Payment Mismatch,Low,Retest,2026-02-22,Loan Ops,6
E0001454,L0000959,Payment Mismatch,High,In Progress,2026-06-11,Collections,4
E0001455,L0000959,Payment Mismatch,High,Retest,2026-06-29,Finance Ops,1
E0001456,L0000961,Payment Mismatch,Medium,Retest,2026-10-23,Collections,2
E0001457,L0000961,Missed Payment,Medium,Resolved,2027-01-28,Collections,4
E0001458,L0000961,Payment Mismatch,Low,Retest,2027-03-26,Finance Ops,6
E0001459,L0000962,Missed Payment,Medium,Open,2025-12-21,Loan Ops,2
E0001460,L0000962,Missed Payment,Low,Retest,2026-04-21,Collections,7
E0001461,L0000963,KYC Failure,High,Resolved,2025-09-03,Compliance,5
E0001462,L0000964,Missed Payment,Low,Resolved,2026-12-26,Finance Ops,5
E0001463,L0000964,Missed Payment,High,Resolved,2027-03-04,Collections,4
E0001464,L0000965,Payment Mismatch,Low,In Progress,2025-09-30,Loan Ops,6
E0001465,L0000966,Missed Payment,High,In Progress,2026-09-25,Collections,4
E0001466,L0000967,Payment Mismatch,High,In Progress,2026-10-20,Finance Ops,7
E0001467,L0000968,Payment Mismatch,High,In Progress,2026-04-22,Finance Ops,7
E0001468,L0000968,Payment Mismatch,Medium,Retest,2026-11-10,Finance Ops,7
E0001469,L0000969,Payment Mismatch,Low,Resolved,2026-01-18,Loan Ops,1
E0001470,L0000970,Missed Payment,Low,In Progress,2026-06-29,Collections,3
E0001471,L0000970,Payment Mismatch,Low,Retest,2026-08-25,Finance Ops,3
E0001472,L0000971,Payment Mismatch,High,Retest,2027-01-09,Collections,3
E0001473,L0000972,KYC Failure,High,Resolved,2025-04-17,Compliance,3
E0001474,L0000973,Payment Mismatch,Medium,Open,2025-11-20,Loan Ops,2
E0001475,L0000973,Payment Mismatch,Medium,Resolved,2026-07-21,Collections,4
E0001476,L0000973,KYC Failure,High,Resolved,2025-10-20,Compliance,5
E0001477,L0000974,Missed Payment,Low,Open,2025-10-19,Loan Ops,4
E0001478,L0000974,Missed Payment,Low,Retest,2026-03-07,Collections,3
E0001479,L0000975,Payment Mismatch,Medium,Retest,2025-11-20,Collections,7
E0001480,L0000976,Payment Mismatch,Medium,In Progress,2027-03-12,Loan Ops,6
E0001481,L0000977,Payment Mismatch,Low,In Progress,2026-06-24,Collections,5
E0001482,L0000978,Payment Mismatch,High,Open,2026-04-04,Collections,4
E0001483,L0000978,Missed Payment,High,In Progress,2026-07-05,Collections,4
E0001484,L0000978,Missed Payment,Low,Open,2026-08-04,Loan Ops,1
E0001485,L0000979,Payment Mismatch,High,Retest,2025-08-14,Finance Ops,4
E0001486,L0000979,Payment Mismatch,Low,Retest,2025-12-03,Finance Ops,7
E0001487,L0000981,Payment Mismatch,High,Open,2026-03-09,Loan Ops,5
E0001488,L0000981,Payment Mismatch,Medium,Open,2027-01-13,Collections,1
E0001489,L0000982,Missed Payment,Low,In Progress,2026-01-10,Finance Ops,2
E0001490,L0000982,Missed Payment,Low,Resolved,2026-03-07,Finance Ops,1
E0001491,L0000982,Missed Payment,Low,Resolved,2026-09-07,Finance Ops,6
E0001492,L0000982,Payment Mismatch,Low,Retest,2027-01-31,Collections,7
E0001493,L0000982,Payment Mismatch,Medium,Resolved,2027-04-05,Collections,6
E0001494,L0000983,Payment Mismatch,Medium,Open,2025-12-16,Collections,6
E0001495,L0000984,Payment Mismatch,High,Resolved,2026-03-17,Finance Ops,7
E0001496,L0000985,Missed Payment,Low,Resolved,2026-06-29,Collections,7
E0001497,L0000986,Missed Payment,Low,In Progress,2026-04-04,Collections,2
E0001498,L0000986,Payment Mismatch,Low,Resolved,2026-05-03,Loan Ops,3
E0001499,L0000986,Payment Mismatch,Low,Resolved,2026-06-09,Loan Ops,4
E0001500,L0000987,Missed Payment,High,Resolved,2025-11-19,Collections,2
E0001501,L0000988,Payment Mismatch,Medium,Open,2025-02-24,Loan Ops,7
E0001502,L0000988,Payment Mismatch,High,Open,2025-09-24,Collections,4
E0001503,L0000988,Payment Mismatch,Medium,Resolved,2025-11-03,Finance Ops,5
E0001504,L0000989,Payment Mismatch,Low,Open,2026-07-10,Finance Ops,1
E0001505,L0000989,Payment Mismatch,Low,Open,2026-10-11,Loan Ops,4
E0001506,L0000989,Missed Payment,Medium,Open,2026-12-09,Loan Ops,7
E0001507,L0000989,Payment Mismatch,Low,In Progress,2027-03-07,Collections,2
E0001508,L0000992,Missed Payment,Medium,Open,2026-03-27,Finance Ops,7
E0001509,L0000993,Missed Payment,Medium,Resolved,2025-05-21,Collections,3
E0001510,L0000993,Missed Payment,High,In Progress,2025-10-15,Collections,1
E0001511,L0000994,Payment Mismatch,High,Resolved,2025-11-22,Loan Ops,1
E0001512,L0000994,Missed Payment,Low,Retest,2026-09-15,Collections,4
E0001513,L0000994,Payment Mismatch,Medium,In Progress,2026-10-16,Collections,4
E0001514,L0000994,KYC Failure,High,Open,2025-06-19,Compliance,4
E0001515,L0000996,Missed Payment,Low,Retest,2026-05-30,Loan Ops,7
E0001516,L0000996,Missed Payment,Low,In Progress,2026-08-25,Finance Ops,2
E0001517,L0000996,Payment Mismatch,Low,Retest,2026-10-23,Finance Ops,6
E0001518,L0000996,Missed Payment,Low,Open,2027-06-18,Collections,2
E0001519,L0000997,Missed Payment,High,Resolved,2025-12-15,Collections,2
E0001520,L0000997,Payment Mismatch,Low,Retest,2026-01-04,Collections,4
E0001521,L0000998,Missed Payment,Medium,Open,2026-05-08,Finance Ops,6
E0001522,L0000998,Missed Payment,Low,Retest,2026-06-07,Collections,4
E0001523,L0000998,Missed Payment,Medium,Retest,2026-10-25,Collections,6
E0001524,L0001000,Payment Mismatch,Medium,Open,2026-10-24,Collections,4
E0001525,L0001000,Payment Mismatch,Low,In Progress,2027-08-26,Collections,5
E0001526,L0001001,Payment Mismatch,Low,In Progress,2025-12-27,Finance Ops,5
E0001527,L0001003,Payment Mismatch,High,Retest,2025-04-16,Finance Ops,1
E0001528,L0001004,KYC Failure,High,Manual Review,2026-04-26,Compliance,5
E0001529,L0001005,Payment Mismatch,Medium,Retest,2026-08-17,Loan Ops,2
E0001530,L0001005,Missed Payment,Low,Retest,2027-01-15,Collections,2
E0001531,L0001005,Payment Mismatch,Low,Resolved,2027-07-24,Finance Ops,4
E0001532,L0001006,Payment Mismatch,Medium,Resolved,2027-02-10,Loan Ops,5
E0001533,L0001007,Payment Mismatch,Medium,Retest,2026-06-16,Loan Ops,1
E0001534,L0001007,Payment Mismatch,Medium,Open,2027-04-17,Finance Ops,2
E0001535,L0001008,Missed Payment,High,In Progress,2025-06-14,Collections,4
E0001536,L0001009,Payment Mismatch,Low,Retest,2026-02-25,Collections,3
E0001537,L0001011,Payment Mismatch,Medium,Resolved,2027-02-19,Loan Ops,3
E0001538,L0001011,Missed Payment,Low,In Progress,2027-04-12,Finance Ops,6
E0001539,L0001012,KYC Failure,High,Manual Review,2026-03-31,Compliance,4
E0001540,L0001013,Payment Mismatch,Medium,Retest,2026-03-25,Collections,1
E0001541,L0001013,Payment Mismatch,Low,Resolved,2026-04-24,Collections,5
E0001542,L0001015,Payment Mismatch,Low,In Progress,2026-05-31,Collections,7
E0001543,L0001016,Payment Mismatch,Low,Retest,2026-08-14,Finance Ops,2
E0001544,L0001016,Missed Payment,Medium,In Progress,2026-10-08,Finance Ops,7
E0001545,L0001016,Payment Mismatch,High,Open,2026-11-08,Finance Ops,3
E0001546,L0001017,Payment Mismatch,Medium,Retest,2026-08-14,Finance Ops,5
E0001547,L0001017,KYC Failure,High,Resolved,2025-12-11,Compliance,4
E0001548,L0001019,Missed Payment,Medium,In Progress,2025-04-26,Finance Ops,3
E0001549,L0001020,Payment Mismatch,High,Open,2026-01-15,Loan Ops,4
E0001550,L0001020,Payment Mismatch,Medium,Retest,2026-06-15,Collections,7
E0001551,L0001021,Missed Payment,High,Open,2025-07-03,Collections,4
E0001552,L0001021,Missed Payment,High,In Progress,2025-10-01,Loan Ops,6
E0001553,L0001021,Missed Payment,Medium,In Progress,2025-12-03,Loan Ops,2
E0001554,L0001023,Payment Mismatch,High,Retest,2025-11-29,Loan Ops,6
E0001555,L0001023,Missed Payment,High,Resolved,2026-03-04,Finance Ops,7
E0001556,L0001024,Payment Mismatch,Medium,Resolved,2025-05-11,Loan Ops,7
E0001557,L0001025,Missed Payment,High,In Progress,2026-04-10,Collections,7
E0001558,L0001027,Payment Mismatch,Medium,In Progress,2026-02-10,Collections,7
E0001559,L0001028,Missed Payment,High,Open,2026-12-07,Collections,6
E0001560,L0001028,KYC Failure,High,Resolved,2026-02-28,Compliance,5
E0001561,L0001029,Missed Payment,Low,Open,2025-10-20,Collections,2
E0001562,L0001030,Missed Payment,Medium,Retest,2026-09-02,Finance Ops,5
E0001563,L0001031,Missed Payment,Medium,In Progress,2026-02-27,Collections,3
E0001564,L0001031,Missed Payment,Low,Retest,2026-12-24,Loan Ops,7
E0001565,L0001032,Payment Mismatch,Low,Resolved,2026-06-30,Finance Ops,1
E0001566,L0001032,Payment Mismatch,Medium,Resolved,2027-04-26,Loan Ops,2
E0001567,L0001033,Missed Payment,High,In Progress,2025-04-20,Loan Ops,4
E0001568,L0001033,KYC Failure,High,Manual Review,2025-02-17,Compliance,2
E0001569,L0001034,Payment Mismatch,Medium,Open,2027-05-24,Loan Ops,2
E0001570,L0001034,KYC Failure,High,Resolved,2026-04-14,Compliance,1
E0001571,L0001035,Missed Payment,Medium,Retest,2026-04-18,Collections,2
E0001572,L0001035,Payment Mismatch,Low,Resolved,2026-07-11,Finance Ops,4
E0001573,L0001035,Payment Mismatch,Low,Resolved,2026-09-15,Collections,1
E0001574,L0001035,Missed Payment,Low,Open,2026-12-19,Loan Ops,2
E0001575,L0001036,Missed Payment,Low,Open,2025-07-04,Collections,4
E0001576,L0001037,Missed Payment,High,Open,2025-12-28,Collections,4
E0001577,L0001037,Missed Payment,Low,Open,2026-02-14,Collections,2
E0001578,L0001037,Payment Mismatch,High,Resolved,2026-04-22,Collections,3
E0001579,L0001037,Missed Payment,High,In Progress,2026-05-22,Loan Ops,3
E0001580,L0001037,Missed Payment,High,In Progress,2026-09-13,Collections,4
E0001581,L0001037,KYC Failure,High,Open,2025-11-16,Compliance,3
E0001582,L0001039,Payment Mismatch,Low,Open,2025-08-30,Collections,4
E0001583,L0001039,Payment Mismatch,High,Retest,2026-02-03,Loan Ops,2
E0001584,L0001040,Payment Mismatch,Low,Resolved,2026-02-19,Collections,5
E0001585,L0001040,Payment Mismatch,High,In Progress,2026-04-21,Loan Ops,5
E0001586,L0001040,Payment Mismatch,Low,Open,2026-05-22,Loan Ops,1
E0001587,L0001042,Payment Mismatch,Low,Retest,2025-12-02,Loan Ops,6
E0001588,L0001043,Payment Mismatch,Low,Open,2026-05-19,Loan Ops,1
E0001589,L0001044,Payment Mismatch,High,Open,2026-03-29,Collections,6
E0001590,L0001045,Payment Mismatch,High,Open,2026-03-06,Finance Ops,5
E0001591,L0001045,Payment Mismatch,Medium,Open,2026-12-01,Loan Ops,2
E0001592,L0001046,Payment Mismatch,Low,In Progress,2026-06-12,Loan Ops,3
E0001593,L0001046,KYC Failure,High,Resolved,2026-02-05,Compliance,3
E0001594,L0001048,Payment Mismatch,Low,In Progress,2026-06-16,Collections,7
E0001595,L0001048,Payment Mismatch,Medium,Retest,2026-10-08,Finance Ops,4
E0001596,L0001048,KYC Failure,High,Resolved,2025-12-06,Compliance,3
E0001597,L0001049,Missed Payment,High,Open,2025-11-28,Loan Ops,3
E0001598,L0001049,Payment Mismatch,Medium,Resolved,2026-01-22,Loan Ops,6
E0001599,L0001049,Payment Mismatch,High,Open,2026-03-28,Loan Ops,6
E0001600,L0001050,Payment Mismatch,High,Open,2026-07-10,Finance Ops,7
E0001601,L0001051,Missed Payment,High,In Progress,2026-10-13,Loan Ops,5
E0001602,L0001051,Payment Mismatch,High,Retest,2027-02-08,Collections,4
E0001603,L0001053,Missed Payment,High,Open,2026-04-30,Finance Ops,7
E0001604,L0001053,Payment Mismatch,High,Open,2026-09-27,Collections,3
E0001605,L0001054,Payment Mismatch,Medium,Resolved,2025-11-24,Collections,2
E0001606,L0001054,Payment Mismatch,Medium,Open,2026-01-14,Finance Ops,3
E0001607,L0001055,Payment Mismatch,Low,In Progress,2025-06-22,Collections,5
E0001608,L0001055,Payment Mismatch,Medium,Open,2025-09-19,Finance Ops,6
E0001609,L0001055,Missed Payment,High,In Progress,2025-10-20,Collections,7
E0001610,L0001057,Payment Mismatch,Low,Retest,2025-04-27,Loan Ops,1
E0001611,L0001057,Missed Payment,High,Open,2025-06-29,Collections,6
E0001612,L0001058,Missed Payment,Low,Retest,2026-03-12,Loan Ops,7
E0001613,L0001059,Payment Mismatch,High,Retest,2025-04-18,Loan Ops,1
E0001614,L0001059,Payment Mismatch,High,Retest,2025-06-15,Finance Ops,5
E0001615,L0001061,Payment Mismatch,Medium,In Progress,2025-09-30,Finance Ops,6
E0001616,L0001061,Payment Mismatch,Medium,Resolved,2025-11-29,Finance Ops,1
E0001617,L0001062,Payment Mismatch,High,Open,2025-08-23,Finance Ops,7
E0001618,L0001063,Missed Payment,High,In Progress,2026-08-07,Collections,1
E0001619,L0001066,Payment Mismatch,Low,Resolved,2027-03-31,Finance Ops,3
E0001620,L0001067,Payment Mismatch,Low,Open,2026-01-25,Collections,5
E0001621,L0001067,Missed Payment,Medium,In Progress,2026-03-21,Finance Ops,1
E0001622,L0001067,Missed Payment,Medium,Open,2026-06-17,Collections,6
E0001623,L0001067,Payment Mismatch,Low,Open,2026-07-20,Collections,3
E0001624,L0001067,Payment Mismatch,Low,Retest,2026-10-22,Collections,2
E0001625,L0001068,Payment Mismatch,High,In Progress,2025-12-04,Loan Ops,3
E0001626,L0001068,Payment Mismatch,Medium,Resolved,2026-03-31,Collections,2
E0001627,L0001069,Payment Mismatch,High,In Progress,2025-05-30,Collections,1
E0001628,L0001069,Missed Payment,Low,In Progress,2025-10-30,Collections,4
E0001629,L0001069,KYC Failure,High,Open,2025-03-29,Compliance,1
E0001630,L0001070,Payment Mismatch,Low,Resolved,2026-12-17,Collections,5
E0001631,L0001071,Payment Mismatch,Medium,Resolved,2025-07-27,Loan Ops,5
E0001632,L0001071,Payment Mismatch,Low,In Progress,2025-08-30,Collections,1
E0001633,L0001072,Missed Payment,Medium,In Progress,2026-06-29,Collections,4
E0001634,L0001072,Missed Payment,Medium,Resolved,2026-07-30,Loan Ops,7
E0001635,L0001073,Payment Mismatch,Low,Retest,2026-07-13,Loan Ops,4
E0001636,L0001073,Payment Mismatch,Medium,Resolved,2026-11-01,Collections,2
E0001637,L0001073,Payment Mismatch,High,Open,2026-11-28,Collections,1
E0001638,L0001075,Payment Mismatch,Medium,Retest,2025-09-23,Collections,1
E0001639,L0001075,KYC Failure,High,Open,2025-06-10,Compliance,1
E0001640,L0001076,Payment Mismatch,Medium,Resolved,2025-09-23,Finance Ops,2
E0001641,L0001077,Payment Mismatch,Medium,Retest,2025-11-25,Collections,2
E0001642,L0001077,Missed Payment,Low,In Progress,2025-12-24,Collections,2
E0001643,L0001077,Payment Mismatch,Low,In Progress,2026-08-25,Loan Ops,4
E0001644,L0001077,Missed Payment,High,Retest,2026-09-23,Finance Ops,1
E0001645,L0001078,Missed Payment,High,In Progress,2026-07-13,Finance Ops,4
E0001646,L0001079,Missed Payment,Medium,Resolved,2026-04-19,Collections,3
E0001647,L0001079,KYC Failure,High,Open,2025-11-17,Compliance,3
E0001648,L0001081,Missed Payment,Medium,Open,2025-05-29,Collections,4
E0001649,L0001081,Payment Mismatch,High,Retest,2025-12-04,Loan Ops,5
E0001650,L0001084,Payment Mismatch,High,Open,2026-02-20,Loan Ops,7
E0001651,L0001085,Payment Mismatch,Medium,Open,2025-12-08,Finance Ops,4
E0001652,L0001086,Missed Payment,Medium,Retest,2026-05-13,Collections,7
E0001653,L0001086,Payment Mismatch,Low,Open,2026-08-13,Loan Ops,1
E0001654,L0001086,Payment Mismatch,High,Retest,2026-09-11,Finance Ops,2
E0001655,L0001086,KYC Failure,High,Open,2026-02-11,Compliance,5
E0001656,L0001087,Payment Mismatch,Low,Resolved,2025-11-05,Collections,5
E0001657,L0001087,Missed Payment,Low,Open,2025-12-06,Loan Ops,4
E0001658,L0001088,Missed Payment,High,Retest,2025-08-06,Finance Ops,5
E0001659,L0001089,Missed Payment,High,In Progress,2026-08-09,Collections,6
E0001660,L0001089,Missed Payment,Low,Open,2026-12-03,Collections,2
E0001661,L0001089,Payment Mismatch,High,In Progress,2027-04-01,Loan Ops,6
E0001662,L0001090,Missed Payment,Medium,Retest,2025-12-25,Finance Ops,6
E0001663,L0001090,Payment Mismatch,Low,Open,2026-02-26,Collections,6
E0001664,L0001090,KYC Failure,High,Resolved,2025-06-22,Compliance,3
E0001665,L0001092,KYC Failure,High,Resolved,2025-03-24,Compliance,2
E0001666,L0001093,Missed Payment,Medium,Resolved,2026-04-29,Collections,3
E0001667,L0001093,Payment Mismatch,Low,In Progress,2026-05-22,Loan Ops,3
E0001668,L0001093,Payment Mismatch,High,Retest,2027-01-24,Finance Ops,7
E0001669,L0001094,Missed Payment,High,Retest,2025-05-09,Collections,5
E0001670,L0001094,Payment Mismatch,High,Resolved,2025-06-09,Loan Ops,6
E0001671,L0001094,Missed Payment,Low,In Progress,2025-12-09,Finance Ops,3
E0001672,L0001094,Missed Payment,Medium,Resolved,2026-07-03,Finance Ops,6
E0001673,L0001095,Payment Mismatch,Low,Open,2026-09-09,Collections,2
E0001674,L0001096,Payment Mismatch,High,Resolved,2025-07-11,Collections,4
E0001675,L0001098,Payment Mismatch,High,Retest,2025-03-14,Loan Ops,2
E0001676,L0001098,Missed Payment,Low,Resolved,2025-12-19,Loan Ops,7
E0001677,L0001098,Payment Mismatch,Medium,In Progress,2026-02-09,Finance Ops,5
E0001678,L0001099,Payment Mismatch,High,Retest,2025-06-05,Loan Ops,4
E0001679,L0001099,Payment Mismatch,High,Resolved,2025-07-11,Loan Ops,6
E0001680,L0001099,Missed Payment,Low,Retest,2025-10-02,Finance Ops,5
E0001681,L0001099,Payment Mismatch,Low,In Progress,2025-12-13,Finance Ops,7
E0001682,L0001100,Missed Payment,High,In Progress,2025-09-02,Finance Ops,5
E0001683,L0001100,Payment Mismatch,High,In Progress,2025-10-23,Loan Ops,7
E0001684,L0001100,Payment Mismatch,High,Retest,2026-05-20,Finance Ops,5
E0001685,L0001101,Missed Payment,High,Open,2025-09-22,Collections,7
E0001686,L0001102,Payment Mismatch,Low,Resolved,2026-03-09,Loan Ops,3
E0001687,L0001104,Payment Mismatch,Medium,In Progress,2025-05-22,Loan Ops,3
E0001688,L0001104,Payment Mismatch,High,In Progress,2025-07-22,Collections,2
E0001689,L0001105,Missed Payment,Medium,Retest,2025-09-02,Finance Ops,1
E0001690,L0001105,Missed Payment,Low,Resolved,2025-10-04,Loan Ops,1
E0001691,L0001105,Payment Mismatch,Medium,Open,2025-11-03,Collections,4
E0001692,L0001105,Payment Mismatch,Medium,In Progress,2025-12-01,Collections,7
E0001693,L0001105,Payment Mismatch,High,Resolved,2026-01-02,Collections,3
E0001694,L0001108,Missed Payment,High,Resolved,2027-07-06,Loan Ops,4
E0001695,L0001109,Missed Payment,Low,Resolved,2026-02-07,Finance Ops,2
E0001696,L0001110,Payment Mismatch,Medium,Open,2025-06-04,Loan Ops,6
E0001697,L0001110,Payment Mismatch,High,Open,2025-06-30,Loan Ops,3
E0001698,L0001110,Payment Mismatch,Medium,Resolved,2025-09-27,Finance Ops,1
E0001699,L0001110,Payment Mismatch,Low,In Progress,2025-12-28,Loan Ops,6
E0001700,L0001111,Payment Mismatch,Low,Retest,2026-01-06,Loan Ops,1
E0001701,L0001111,Payment Mismatch,Medium,Open,2026-03-07,Finance Ops,7
E0001702,L0001112,Payment Mismatch,Low,Open,2025-11-01,Collections,4
E0001703,L0001112,Payment Mismatch,Low,In Progress,2026-02-01,Collections,4
E0001704,L0001112,Missed Payment,Medium,In Progress,2026-10-28,Loan Ops,3
E0001705,L0001113,Payment Mismatch,Low,Open,2025-08-25,Loan Ops,7
E0001706,L0001113,Missed Payment,High,In Progress,2026-02-25,Finance Ops,3
E0001707,L0001113,Payment Mismatch,High,Retest,2026-06-21,Loan Ops,4
E0001708,L0001115,Payment Mismatch,Medium,Open,2025-12-25,Finance Ops,6
E0001709,L0001116,Missed Payment,Low,Retest,2025-07-11,Loan Ops,4
E0001710,L0001118,Payment Mismatch,Low,Resolved,2025-06-21,Finance Ops,5
E0001711,L0001118,Missed Payment,Medium,Resolved,2025-10-16,Collections,6
E0001712,L0001118,Payment Mismatch,Medium,Resolved,2026-03-18,Collections,2
E0001713,L0001119,Payment Mismatch,Low,Resolved,2025-04-15,Finance Ops,1
E0001714,L0001119,Missed Payment,High,In Progress,2025-05-15,Collections,6
E0001715,L0001119,Payment Mismatch,Medium,Open,2025-10-14,Collections,3
E0001716,L0001120,Payment Mismatch,Medium,In Progress,2025-10-23,Collections,1
E0001717,L0001120,Missed Payment,High,In Progress,2026-04-22,Collections,2
E0001718,L0001120,Payment Mismatch,Low,In Progress,2026-05-19,Loan Ops,4
E0001719,L0001121,Payment Mismatch,Low,Open,2025-09-11,Finance Ops,7
E0001720,L0001121,Payment Mismatch,Medium,Resolved,2026-05-12,Finance Ops,7
E0001721,L0001122,Missed Payment,Medium,In Progress,2025-03-24,Finance Ops,4
E0001722,L0001122,Missed Payment,High,In Progress,2025-12-12,Finance Ops,2
E0001723,L0001123,Missed Payment,Low,Retest,2025-10-22,Collections,5
E0001724,L0001123,Payment Mismatch,Low,Open,2026-02-01,Finance Ops,3
E0001725,L0001124,Payment Mismatch,Medium,Retest,2025-10-12,Loan Ops,7
E0001726,L0001124,Payment Mismatch,Medium,In Progress,2026-01-19,Finance Ops,2
E0001727,L0001126,Missed Payment,High,In Progress,2025-10-13,Collections,3
E0001728,L0001126,Missed Payment,Medium,In Progress,2025-12-15,Finance Ops,4
E0001729,L0001126,Payment Mismatch,Medium,Retest,2026-01-08,Collections,6
E0001730,L0001126,Payment Mismatch,High,Retest,2026-03-11,Collections,6
E0001731,L0001127,Missed Payment,High,In Progress,2026-06-10,Collections,7
E0001732,L0001128,Payment Mismatch,High,Retest,2026-12-18,Collections,3
E0001733,L0001129,Payment Mismatch,Low,Resolved,2026-01-02,Finance Ops,7
E0001734,L0001129,Payment Mismatch,Low,Retest,2026-02-04,Collections,2
E0001735,L0001129,KYC Failure,High,Manual Review,2025-09-26,Compliance,1
E0001736,L0001130,Payment Mismatch,High,In Progress,2026-09-22,Loan Ops,7
E0001737,L0001130,Missed Payment,Medium,Retest,2026-10-23,Finance Ops,3
E0001738,L0001131,Missed Payment,Medium,Open,2026-09-10,Finance Ops,1
E0001739,L0001132,KYC Failure,High,Resolved,2025-06-25,Compliance,2
E0001740,L0001133,Missed Payment,High,Open,2026-07-31,Loan Ops,4
E0001741,L0001134,Payment Mismatch,High,In Progress,2026-07-05,Loan Ops,2
E0001742,L0001134,Payment Mismatch,Medium,Retest,2026-09-22,Finance Ops,4
E0001743,L0001134,KYC Failure,High,Open,2026-04-22,Compliance,1
E0001744,L0001135,KYC Failure,High,Resolved,2025-06-11,Compliance,5
E0001745,L0001137,Missed Payment,Medium,Retest,2026-07-19,Finance Ops,1
E0001746,L0001138,Payment Mismatch,Medium,Resolved,2025-05-27,Collections,3
E0001747,L0001138,Payment Mismatch,Medium,In Progress,2025-08-25,Collections,2
E0001748,L0001139,Payment Mismatch,High,In Progress,2025-09-29,Loan Ops,1
E0001749,L0001139,Payment Mismatch,Low,Retest,2026-09-24,Collections,7
E0001750,L0001140,Payment Mismatch,Medium,Open,2026-06-20,Finance Ops,1
E0001751,L0001143,Missed Payment,Medium,Retest,2025-02-18,Collections,6
E0001752,L0001143,Payment Mismatch,High,In Progress,2026-05-16,Loan Ops,5
E0001753,L0001144,Missed Payment,Medium,In Progress,2026-04-12,Loan Ops,3
E0001754,L0001144,Payment Mismatch,Low,In Progress,2026-06-10,Finance Ops,7
E0001755,L0001144,KYC Failure,High,Open,2025-11-06,Compliance,3
E0001756,L0001145,Payment Mismatch,High,In Progress,2025-06-24,Finance Ops,5
E0001757,L0001145,Payment Mismatch,Low,Resolved,2025-10-28,Finance Ops,5
E0001758,L0001146,Payment Mismatch,High,Open,2026-06-17,Collections,3
E0001759,L0001146,Payment Mismatch,Low,In Progress,2026-10-15,Finance Ops,3
E0001760,L0001147,Payment Mismatch,Medium,In Progress,2026-06-18,Collections,4
E0001761,L0001148,Missed Payment,High,Retest,2026-06-23,Loan Ops,7
E0001762,L0001150,Payment Mismatch,High,Retest,2026-03-15,Finance Ops,1
E0001763,L0001150,Payment Mismatch,High,In Progress,2026-07-15,Collections,1
E0001764,L0001150,Missed Payment,Low,Resolved,2026-10-10,Finance Ops,5
E0001765,L0001150,KYC Failure,High,Manual Review,2025-12-14,Compliance,5
E0001766,L0001151,Payment Mismatch,Low,In Progress,2026-07-20,Finance Ops,5
E0001767,L0001152,Payment Mismatch,Medium,Retest,2026-08-16,Collections,7
E0001768,L0001153,Payment Mismatch,Low,Retest,2026-06-28,Finance Ops,7
E0001769,L0001155,Payment Mismatch,Low,In Progress,2026-07-17,Finance Ops,7
E0001770,L0001155,Payment Mismatch,Low,Retest,2026-08-05,Collections,3
E0001771,L0001155,Payment Mismatch,Medium,Open,2027-09-01,Finance Ops,3
E0001772,L0001156,Payment Mismatch,Medium,Retest,2026-03-18,Loan Ops,4
E0001773,L0001157,Missed Payment,Medium,Retest,2025-10-04,Loan Ops,6
E0001774,L0001157,Payment Mismatch,Low,Retest,2026-04-05,Finance Ops,1
E0001775,L0001157,Payment Mismatch,Low,Resolved,2026-04-30,Collections,1
E0001776,L0001158,Payment Mismatch,Medium,In Progress,2026-05-31,Finance Ops,1
E0001777,L0001158,Missed Payment,Medium,Open,2026-07-26,Loan Ops,2
E0001778,L0001158,Payment Mismatch,Medium,Open,2026-08-22,Finance Ops,3
E0001779,L0001158,Payment Mismatch,Medium,In Progress,2026-12-20,Loan Ops,3
